"cboocupacao2002";"cnae_classe";"cnae_divisao";"cnae_grupo";"nome_cbo_ocupacao";"nome_cnae_classe";"setor_ibge";"vinculos"
"141410";"82300";"82";"823";"Comerciante varejista";"Atividades de organização de eventos, exceto culturais e esportivos";"4 - Serviços";"2"
"141410";"82911";"82";"829";"Comerciante varejista";"Atividades de cobrança e informações cadastrais";"4 - Serviços";"1"
"141410";"82997";"82";"829";"Comerciante varejista";"Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"4 - Serviços";"16"
"141410";"85139";"85";"851";"Comerciante varejista";"Ensino fundamental";"4 - Serviços";"4"
"141410";"85996";"85";"859";"Comerciante varejista";"Atividades de ensino não especificadas anteriormente";"4 - Serviços";"2"
"141410";"86101";"86";"861";"Comerciante varejista";"Atividades de atendimento hospitalar";"4 - Serviços";"1"
"141410";"86305";"86";"863";"Comerciante varejista";"Atividades de atenção ambulatorial executadas por médicos e odontólogos";"4 - Serviços";"2"
"141410";"86500";"86";"865";"Comerciante varejista";"Atividades de profissionais da área de saúde, exceto médicos e odontólogos";"4 - Serviços";"1"
"141410";"93131";"93";"931";"Comerciante varejista";"Atividades de condicionamento físico";"4 - Serviços";"9"
"141410";"96025";"96";"960";"Comerciante varejista";"Cabeleireiros e outras atividades de tratamento de beleza";"4 - Serviços";"1"
"141505";"41107";"41";"411";"Gerente de hotel";"Incorporação de empreendimentos imobiliários";"4 - Serviços";"1"
"141505";"41204";"41";"412";"Gerente de hotel";"Construção de edifícios";"2 - Construção Civil";"1"
"141505";"46338";"46";"463";"Gerente de hotel";"Comércio atacadista de hortifrutigranjeiros";"3 - Comércio";"1"
"141505";"55108";"55";"551";"Gerente de hotel";"Hotéis e similares";"4 - Serviços";"20"
"141505";"55906";"55";"559";"Gerente de hotel";"Outros tipos de alojamento não especificados anteriormente";"4 - Serviços";"1"
"141505";"56112";"56";"561";"Gerente de hotel";"Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4 - Serviços";"1"
"141505";"81125";"81";"811";"Gerente de hotel";"Condomínios prediais";"4 - Serviços";"11"
"141505";"96092";"96";"960";"Gerente de hotel";"Atividades de serviços pessoais não especificadas anteriormente";"4 - Serviços";"1"
"141525";"79112";"79";"791";"Gerente de turismo";"Agências de viagens";"4 - Serviços";"1"
"141525";"93191";"93";"931";"Gerente de turismo";"Atividades esportivas não especificadas anteriormente";"4 - Serviços";"1"
"141525";"94120";"94";"941";"Gerente de turismo";"Atividades de organizações associativas profissionais";"4 - Serviços";"1"
"141615";"10953";"10";"109";"Gerente de logística (armazenagem e distribuição)";"Fabricação de especiarias, molhos, temperos e condimentos";"1 - Indústria";"1"
"141615";"11224";"11";"112";"Gerente de logística (armazenagem e distribuição)";"Fabricação de refrigerantes e de outras bebidas não-alcoólicas";"1 - Indústria";"10"
"141615";"21211";"21";"212";"Gerente de logística (armazenagem e distribuição)";"Fabricação de medicamentos para uso humano";"1 - Indústria";"1"
"141615";"23206";"23";"232";"Gerente de logística (armazenagem e distribuição)";"Fabricação de cimento";"1 - Indústria";"2"
"141615";"43991";"43";"439";"Gerente de logística (armazenagem e distribuição)";"Serviços especializados para construção não especificados anteriormente";"2 - Construção Civil";"1"
"141615";"45307";"45";"453";"Gerente de logística (armazenagem e distribuição)";"Comércio de peças e acessórios para veículos automotores";"3 - Comércio";"1"
"141615";"46320";"46";"463";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas";"3 - Comércio";"1"
"141615";"46338";"46";"463";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de hortifrutigranjeiros";"3 - Comércio";"1"
"141615";"46346";"46";"463";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de carnes, produtos da carne e pescado";"3 - Comércio";"1"
"141615";"46397";"46";"463";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de produtos alimentícios em geral";"3 - Comércio";"5"
"141615";"46443";"46";"464";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"3 - Comércio";"1"
"141615";"46451";"46";"464";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"3 - Comércio";"1"
"141615";"46460";"46";"464";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal";"3 - Comércio";"1"
"141615";"46494";"46";"464";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"3 - Comércio";"2"
"141615";"46729";"46";"467";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de ferragens e ferramentas";"3 - Comércio";"2"
"141615";"46796";"46";"467";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral";"3 - Comércio";"4"
"141615";"46818";"46";"468";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP";"3 - Comércio";"1"
"141615";"46826";"46";"468";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de gás liqüefeito de petróleo (GLP)";"3 - Comércio";"1"
"141615";"46869";"46";"468";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de papel e papelão em bruto e de embalagens";"3 - Comércio";"2"
"141615";"46915";"46";"469";"Gerente de logística (armazenagem e distribuição)";"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios";"3 - Comércio";"2"
"141615";"47440";"47";"474";"Gerente de logística (armazenagem e distribuição)";"Comércio varejista de ferragens, madeira e materiais de construção";"3 - Comércio";"7"
"141615";"47512";"47";"475";"Gerente de logística (armazenagem e distribuição)";"Comércio varejista especializado de equipamentos e suprimentos de informática";"3 - Comércio";"5"
"141615";"47539";"47";"475";"Gerente de logística (armazenagem e distribuição)";"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo";"3 - Comércio";"1"
"141615";"47547";"47";"475";"Gerente de logística (armazenagem e distribuição)";"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"3 - Comércio";"3"
"141615";"47717";"47";"477";"Gerente de logística (armazenagem e distribuição)";"Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"3 - Comércio";"2"
"141615";"47890";"47";"478";"Gerente de logística (armazenagem e distribuição)";"Comércio varejista de outros produtos novos não especificados anteriormente";"3 - Comércio";"1"
"141615";"49302";"49";"493";"Gerente de logística (armazenagem e distribuição)";"Transporte rodoviário de carga";"4 - Serviços";"11"
"141615";"52117";"52";"521";"Gerente de logística (armazenagem e distribuição)";"Armazenamento";"4 - Serviços";"2"
"141615";"56112";"56";"561";"Gerente de logística (armazenagem e distribuição)";"Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4 - Serviços";"1"
"141615";"58221";"58";"582";"Gerente de logística (armazenagem e distribuição)";"Edição integrada à impressão de jornais";"1 - Indústria";"1"
"141615";"61205";"61";"612";"Gerente de logística (armazenagem e distribuição)";"Telecomunicações sem fio";"4 - Serviços";"1"
"141615";"61302";"61";"613";"Gerente de logística (armazenagem e distribuição)";"Telecomunicações por satélite";"4 - Serviços";"1"
"141615";"62040";"62";"620";"Gerente de logística (armazenagem e distribuição)";"Consultoria em tecnologia da informação";"4 - Serviços";"1"
"141615";"65502";"65";"655";"Gerente de logística (armazenagem e distribuição)";"Planos de saúde";"4 - Serviços";"1"
"141615";"69206";"69";"692";"Gerente de logística (armazenagem e distribuição)";"Atividades de contabilidade, consultoria e auditoria contábil e tributária";"4 - Serviços";"2"
"141615";"80129";"80";"801";"Gerente de logística (armazenagem e distribuição)";"Atividades de transporte de valores";"4 - Serviços";"1"
"141615";"82113";"82";"821";"Gerente de logística (armazenagem e distribuição)";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"1"
"141615";"82202";"82";"822";"Gerente de logística (armazenagem e distribuição)";"Atividades de teleatendimento";"4 - Serviços";"1"
"141615";"86101";"86";"861";"Gerente de logística (armazenagem e distribuição)";"Atividades de atendimento hospitalar";"4 - Serviços";"2"
"141615";"88006";"88";"880";"Gerente de logística (armazenagem e distribuição)";"Serviços de assistência social sem alojamento";"4 - Serviços";"1"
"141615";"94111";"94";"941";"Gerente de logística (armazenagem e distribuição)";"Atividades de organizações associativas patronais e empresariais";"4 - Serviços";"1"
"141615";"94308";"94";"943";"Gerente de logística (armazenagem e distribuição)";"Atividades de associações de defesa de direitos sociais";"4 - Serviços";"2"
"141615";"95215";"95";"952";"Gerente de logística (armazenagem e distribuição)";"Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico";"3 - Comércio";"1"
"141615";"96017";"96";"960";"Gerente de logística (armazenagem e distribuição)";"Lavanderias, tinturarias e toalheiros";"4 - Serviços";"1"
"141615";"99008";"99";"990";"Gerente de logística (armazenagem e distribuição)";"Organismos internacionais e outras instituições extraterritoriais";"4 - Serviços";"1"
"141715";"64247";"64";"642";"Gerente de câmbio e comércio exterior";"Crédito cooperativo";"4 - Serviços";"1"
"141715";"64620";"64";"646";"Gerente de câmbio e comércio exterior";"Holdings de instituições não-financeiras";"4 - Serviços";"1"
"141715";"66126";"66";"661";"Gerente de câmbio e comércio exterior";"Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias";"4 - Serviços";"2"
"142105";"10112";"10";"101";"Gerente administrativo";"Abate de reses, exceto suínos";"1 - Indústria";"1"
"142105";"10121";"10";"101";"Gerente administrativo";"Abate de suínos, aves e outros pequenos animais";"1 - Indústria";"2"
"142105";"10333";"10";"103";"Gerente administrativo";"Fabricação de sucos de frutas, hortaliças e legumes";"1 - Indústria";"1"
"142105";"10520";"10";"105";"Gerente administrativo";"Fabricação de laticínios";"1 - Indústria";"1"
"142105";"10635";"10";"106";"Gerente administrativo";"Fabricação de farinha de mandioca e derivados";"1 - Indústria";"1"
"142105";"10694";"10";"106";"Gerente administrativo";"Moagem e fabricação de produtos de origem vegetal não especificados anteriormente";"1 - Indústria";"2"
"142105";"10911";"10";"109";"Gerente administrativo";"Fabricação de produtos de panificação";"1 - Indústria";"2"
"142105";"10961";"10";"109";"Gerente administrativo";"Fabricação de alimentos e pratos prontos";"1 - Indústria";"4"
"142105";"10996";"10";"109";"Gerente administrativo";"Fabricação de produtos alimentícios não especificados anteriormente";"1 - Indústria";"4"
"142105";"13545";"13";"135";"Gerente administrativo";"Fabricação de tecidos especiais, inclusive artefatos";"1 - Indústria";"1"
"142105";"14118";"14";"141";"Gerente administrativo";"Confecção de roupas íntimas";"1 - Indústria";"1"
"142105";"14126";"14";"141";"Gerente administrativo";"Confecção de peças do vestuário, exceto roupas íntimas";"1 - Indústria";"2"
"142105";"14134";"14";"141";"Gerente administrativo";"Confecção de roupas profissionais";"1 - Indústria";"1"
"142105";"18113";"18";"181";"Gerente administrativo";"Impressão de jornais, livros, revistas e outras publicações periódicas";"1 - Indústria";"1"
"142105";"18300";"18";"183";"Gerente administrativo";"Reprodução de materiais gravados em qualquer suporte";"1 - Indústria";"1"
"142105";"20614";"20";"206";"Gerente administrativo";"Fabricação de sabões e detergentes sintéticos";"1 - Indústria";"1"
"142105";"21238";"21";"212";"Gerente administrativo";"Fabricação de preparações farmacêuticas";"1 - Indústria";"1"
"142105";"23117";"23";"231";"Gerente administrativo";"Fabricação de vidro plano e de segurança";"1 - Indústria";"4"
"142105";"23303";"23";"233";"Gerente administrativo";"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes";"1 - Indústria";"3"
"142105";"25128";"25";"251";"Gerente administrativo";"Fabricação de esquadrias de metal";"1 - Indústria";"2"
